"","id","speaker_id","utterance_order","transcript_id","corpus_id","gloss","num_tokens","stem","part_of_speech","speaker_code","speaker_name","speaker_role","target_child_id","target_child_age","target_child_name","target_child_sex","type","media_end","media_start","media_unit","collection_id","collection_name","num_morphemes","language","corpus_name"
"1",1761231,3281,1,5076,48,"your dad's ready just read the whole thing to him",10,"your dad ready just read the whole thing to him","det:poss n adj adv v det:art adj n prep pro:obj","INV",NA,"Investigator",3276,86.3303147908581,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",12,"eng","HSLLD"
"2",1761271,3476,2,5076,48,"okay",1,"okay","co","MOT",NA,"Father",3276,86.3303147908581,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","HSLLD"
"3",1761279,3476,3,5076,48,"she's ready any time",4,"she ready any time","pro:sub adj qn n","MOT",NA,"Father",3276,86.3303147908581,NA,"female","question",NA,NA,NA,3,"Eng-NA",5,"eng","HSLLD"
"4",1761299,3281,4,5076,48,"yup",1,"yup","co","INV",NA,"Investigator",3276,86.3303147908581,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","HSLLD"
"5",1761310,3476,5,5076,48,"okay xxx",2,"okay","co","MOT",NA,"Father",3276,86.3303147908581,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","HSLLD"
"6",1761323,3281,6,5076,48,"you gotta read it out loud",6,"you gotta read it out loud","pro:per mod:aux v pro:per adv adj","INV",NA,"Investigator",3276,86.3303147908581,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",7,"eng","HSLLD"
"7",1761380,3281,8,5076,48,"",0,"","","INV",NA,"Investigator",3276,86.3303147908581,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",NA,"eng","HSLLD"
"8",1761391,3476,9,5076,48,"yup",1,"yup","co","MOT",NA,"Father",3276,86.3303147908581,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","HSLLD"
"9",1761403,3281,10,5076,48,"yeah you gotta read it out loud",7,"yeah you gotta read it out loud","co pro:per mod:aux v pro:per adv adj","INV",NA,"Investigator",3276,86.3303147908581,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",8,"eng","HSLLD"
"10",1761430,3281,11,5076,48,"I'm sorry",2,"I sorry","pro:sub adj","INV",NA,"Investigator",3276,86.3303147908581,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",3,"eng","HSLLD"
"11",1761453,3281,13,5076,48,"so we can all hear",5,"so we can all hear","co pro:sub mod post v","INV",NA,"Investigator",3276,86.3303147908581,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",5,"eng","HSLLD"
"12",1761912,3476,25,5076,48,"www",1,"","","MOT",NA,"Father",3276,86.3303147908581,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",NA,"eng","HSLLD"
"13",1761934,3476,27,5076,48,"www",1,"","","MOT",NA,"Father",3276,86.3303147908581,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",NA,"eng","HSLLD"
"14",1761990,3476,30,5076,48,"www",1,"","","MOT",NA,"Father",3276,86.3303147908581,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",NA,"eng","HSLLD"
"15",1762262,3281,41,5076,48,"right great",2,"right great","adv adj","INV",NA,"Investigator",3276,86.3303147908581,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","HSLLD"
"16",1764214,3278,1,5086,48,"I'm not sure if this is reading or this if this is memory",13,"I not sure if this be read or this if this be memory","pro:sub neg adj conj pro:dem aux part coord pro:dem conj pro:dem cop n","MOT",NA,"Mother",3276,86.4617343271936,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",17,"eng","HSLLD"
"17",1764246,3281,2,5086,48,"",0,"","","INV",NA,"Investigator",3276,86.4617343271936,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",NA,"eng","HSLLD"
"18",1764251,3278,3,5086,48,"mostly memory",2,"mostly memory","adv n","MOT",NA,"Mother",3276,86.4617343271936,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","HSLLD"
"19",1764278,3281,5,5086,48,"I dunno but it's alright",5,"I do know but it alright","pro:sub mod v conj pro:per adj","INV",NA,"Investigator",3276,86.4617343271936,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",8,"eng","HSLLD"
"20",1764287,3281,6,5086,48,"xxx",1,"","","INV",NA,"Investigator",3276,86.4617343271936,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",NA,"eng","HSLLD"
"21",1764296,3278,7,5086,48,"xxx",1,"","","MOT",NA,"Mother",3276,86.4617343271936,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",NA,"eng","HSLLD"
